ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-02-02,2670.9319585637722,2257.2556632731603,2632.835550007146,2670.9319585637722,2670.9319585637722,-231.84798438453006,-231.84798438453006,-231.84798438453006,-93.6671688,-93.6671688,-93.6671688,-5.305689283729806,-5.305689283729806,-5.305689283729806,-132.87512630080033,-132.87512630080033,-132.87512630080033,0.0,0.0,0.0,2439.083974179242
2024-02-05,2682.0854679824215,2228.6586175853454,2590.4676712144296,2682.0854679824215,2682.0854679824215,-264.0214614068274,-264.0214614068274,-264.0214614068274,-93.6671688,-93.6671688,-93.6671688,-9.956461490962901,-9.956461490962901,-9.956461490962901,-160.39783111586453,-160.39783111586453,-160.39783111586453,0.0,0.0,0.0,2418.0640065755942
2024-02-06,2685.803304455304,2238.9023195220934,2600.347071749928,2685.803304455304,2685.803304455304,-263.60940124211174,-263.60940124211174,-263.60940124211174,-93.6671688,-93.6671688,-93.6671688,-2.1997534638224936,-2.1997534638224936,-2.1997534638224936,-167.7424789782892,-167.7424789782892,-167.7424789782892,0.0,0.0,0.0,2422.1939032131922
2024-02-07,2689.5211409281874,2234.6107966287636,2606.8921183423836,2689.5211409281874,2689.5211409281874,-269.3328766517047,-269.3328766517047,-269.3328766517047,-93.6671688,-93.6671688,-93.6671688,-1.6843313780637394,-1.6843313780637394,-1.6843313780637394,-173.98137647364095,-173.98137647364095,-173.98137647364095,0.0,0.0,0.0,2420.1882642764826
2024-02-12,2708.1103232926034,2222.5410868004947,2604.559832119357,2708.1103232926034,2708.1103232926034,-289.8209047377618,-289.8209047377618,-289.8209047377618,-93.6671688,-93.6671688,-93.6671688,-9.956461490984461,-9.956461490984461,-9.956461490984461,-186.19727444677736,-186.19727444677736,-186.19727444677736,0.0,0.0,0.0,2418.2894185548416
2024-02-13,2711.8281597654864,2250.957859093311,2600.762952928359,2711.8281597654864,2711.8281597654864,-280.5662726905249,-280.5662726905249,-280.5662726905249,-93.6671688,-93.6671688,-93.6671688,-2.199753463814684,-2.199753463814684,-2.199753463814684,-184.69935042671023,-184.69935042671023,-184.69935042671023,0.0,0.0,0.0,2431.2618870749616
2024-02-15,2719.2638327112527,2267.3577754926127,2621.597111491132,2719.2638327112527,2719.2638327112527,-276.0034903360713,-276.0034903360713,-276.0034903360713,-93.6671688,-93.6671688,-93.6671688,-4.270588020007332,-4.270588020007332,-4.270588020007332,-178.065733516064,-178.065733516064,-178.065733516064,0.0,0.0,0.0,2443.2603423751816
2024-02-16,2722.981669184136,2258.5461480715835,2633.7820348766604,2722.981669184136,2722.981669184136,-272.0953203751479,-272.0953203751479,-272.0953203751479,-93.6671688,-93.6671688,-93.6671688,-5.30568928377802,-5.30568928377802,-5.30568928377802,-173.12246229136983,-173.12246229136983,-173.12246229136983,0.0,0.0,0.0,2450.8863488089883
2024-02-19,2734.135178602786,2272.272809407572,2660.9496559338954,2734.135178602786,2734.135178602786,-257.0299659099817,-257.0299659099817,-257.0299659099817,-93.6671688,-93.6671688,-93.6671688,-9.95646149098338,-9.95646149098338,-9.95646149098338,-153.40633561899836,-153.40633561899836,-153.40633561899836,0.0,0.0,0.0,2477.1052126928043
2024-02-20,2737.853015075668,2314.8028366514477,2693.3190933592264,2737.853015075668,2737.853015075668,-241.62421960318272,-241.62421960318272,-241.62421960318272,-93.6671688,-93.6671688,-93.6671688,-2.1997534638485643,-2.1997534638485643,-2.1997534638485643,-145.7572973393342,-145.7572973393342,-145.7572973393342,0.0,0.0,0.0,2496.228795472485
2024-02-21,2741.570851548551,2315.2115976428645,2692.771383910877,2741.570851548551,2741.570851548551,-233.2261493748731,-233.2261493748731,-233.2261493748731,-93.6671688,-93.6671688,-93.6671688,-1.6843313780802485,-1.6843313780802485,-1.6843313780802485,-137.87464919679286,-137.87464919679286,-137.87464919679286,0.0,0.0,0.0,2508.3447021736783
2024-02-22,2745.2886880214355,2341.393444030684,2717.529702851665,2745.2886880214355,2745.2886880214355,-227.88762250941886,-227.88762250941886,-227.88762250941886,-93.6671688,-93.6671688,-93.6671688,-4.270588019999606,-4.270588019999606,-4.270588019999606,-129.9498656894193,-129.9498656894193,-129.9498656894193,0.0,0.0,0.0,2517.4010655120164
