ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-03-12,6033.174441104143,5605.560501974504,6319.810030828156,6033.174441104143,6033.174441104143,-72.64974304176907,-72.64974304176907,-72.64974304176907,-136.87806600000002,-136.87806600000002,-136.87806600000002,-0.7850131649901757,-0.7850131649901757,-0.7850131649901757,65.01333612322111,65.01333612322111,65.01333612322111,0.0,0.0,0.0,5960.524698062373
2020-03-13,6024.842611915732,5551.8609564130065,6296.216233503411,6024.842611915732,6024.842611915732,-88.94305401502517,-88.94305401502517,-88.94305401502517,-136.87806600000002,-136.87806600000002,-136.87806600000002,-5.504091656982365,-5.504091656982365,-5.504091656982365,53.43910364195721,53.43910364195721,53.43910364195721,0.0,0.0,0.0,5935.899557900707
2020-03-16,5999.847124350504,5515.309433318026,6238.983443929954,5999.847124350504,5999.847124350504,-124.43939321466857,-124.43939321466857,-124.43939321466857,-136.87806600000002,-136.87806600000002,-136.87806600000002,-12.082267290885527,-12.082267290885527,-12.082267290885527,24.520940076216977,24.520940076216977,24.520940076216977,0.0,0.0,0.0,5875.407731135835
2020-03-17,5991.515295162093,5515.872513508822,6197.834565497443,5991.515295162093,5991.515295162093,-129.56539506911295,-129.56539506911295,-129.56539506911295,-136.87806600000002,-136.87806600000002,-136.87806600000002,-9.321726384213923,-9.321726384213923,-9.321726384213923,16.63439731510099,16.63439731510099,16.63439731510099,0.0,0.0,0.0,5861.94990009298
2020-03-18,5983.183465973683,5479.983888270802,6218.005951522563,5983.183465973683,5983.183465973683,-133.91004630530693,-133.91004630530693,-133.91004630530693,-136.87806600000002,-136.87806600000002,-136.87806600000002,-6.526445277189726,-6.526445277189726,-6.526445277189726,9.494464971882786,9.494464971882786,9.494464971882786,0.0,0.0,0.0,5849.273419668376
2020-03-19,5974.8516367852735,5448.505684819928,6204.42122555253,5974.8516367852735,5974.8516367852735,-134.65601951439479,-134.65601951439479,-134.65601951439479,-136.87806600000002,-136.87806600000002,-136.87806600000002,-0.7850131649821105,-0.7850131649821105,-0.7850131649821105,3.0070596505873293,3.0070596505873293,3.0070596505873293,0.0,0.0,0.0,5840.195617270879
2020-03-20,5966.519807596864,5470.308987466504,6175.245101964881,5966.519807596864,5966.519807596864,-145.30976071094545,-145.30976071094545,-145.30976071094545,-136.87806600000002,-136.87806600000002,-136.87806600000002,-5.504091657050285,-5.504091657050285,-5.504091657050285,-2.927603053895151,-2.927603053895151,-2.927603053895151,0.0,0.0,0.0,5821.210046885918
2020-03-23,5941.5243200316345,5395.449877840086,6121.583806373394,5941.5243200316345,5941.5243200316345,-167.38180377606207,-167.38180377606207,-167.38180377606207,-136.87806600000002,-136.87806600000002,-136.87806600000002,-12.082267290881994,-12.082267290881994,-12.082267290881994,-18.42147048518006,-18.42147048518006,-18.42147048518006,0.0,0.0,0.0,5774.142516255572
2020-03-24,5933.192490843225,5388.105591517867,6103.946548315555,5933.192490843225,5933.192490843225,-169.3299547631558,-169.3299547631558,-169.3299547631558,-136.87806600000002,-136.87806600000002,-136.87806600000002,-9.321726384192193,-9.321726384192193,-9.321726384192193,-23.130162378963593,-23.130162378963593,-23.130162378963593,0.0,0.0,0.0,5763.862536080069
2020-03-26,5916.528832466405,5398.7369793675,6095.270740697084,5916.528832466405,5916.528832466405,-169.99710371095125,-169.99710371095125,-169.99710371095125,-136.87806600000002,-136.87806600000002,-136.87806600000002,-0.7850131650082995,-0.7850131650082995,-0.7850131650082995,-32.334024545942924,-32.334024545942924,-32.334024545942924,0.0,0.0,0.0,5746.5317287554535
2020-03-27,5908.197003277995,5373.643086715369,6088.3122418313815,5908.197003277995,5908.197003277995,-179.32337267060737,-179.32337267060737,-179.32337267060737,-136.87806600000002,-136.87806600000002,-136.87806600000002,-5.504091657033646,-5.504091657033646,-5.504091657033646,-36.94121501357371,-36.94121501357371,-36.94121501357371,0.0,0.0,0.0,5728.873630607387
2020-03-30,5883.201515712766,5324.7506910458205,6045.698932606109,5883.201515712766,5883.201515712766,-200.09114162973358,-200.09114162973358,-200.09114162973358,-136.87806600000002,-136.87806600000002,-136.87806600000002,-12.08226729087846,-12.08226729087846,-12.08226729087846,-51.13080833885511,-51.13080833885511,-51.13080833885511,0.0,0.0,0.0,5683.110374083032
2020-03-31,5874.8696865243555,5322.46227664248,6045.961041035352,5874.8696865243555,5874.8696865243555,-202.18692477273052,-202.18692477273052,-202.18692477273052,-136.87806600000002,-136.87806600000002,-136.87806600000002,-9.321726384234271,-9.321726384234271,-9.321726384234271,-55.98713238849622,-55.98713238849622,-55.98713238849622,0.0,0.0,0.0,5672.682761751625
2020-04-01,5866.537857335945,5307.114746117689,6023.4128924505885,5866.537857335945,5866.537857335945,-204.27606041210794,-204.27606041210794,-204.27606041210794,-136.87806600000002,-136.87806600000002,-136.87806600000002,-6.526445277204269,-6.526445277204269,-6.526445277204269,-60.87154913490366,-60.87154913490366,-60.87154913490366,0.0,0.0,0.0,5662.261796923837
2020-04-02,5858.206028147536,5297.291339865247,6013.72292628379,5858.206028147536,5858.206028147536,-203.4070116990801,-203.4070116990801,-203.4070116990801,-136.87806600000002,-136.87806600000002,-136.87806600000002,-0.7850131650002331,-0.7850131650002331,-0.7850131650002331,-65.74393253407987,-65.74393253407987,-65.74393253407987,0.0,0.0,0.0,5654.799016448456
2020-04-03,5849.874198959125,5270.2361812933195,6023.82350359233,5849.874198959125,5849.874198959125,-212.93664751139875,-212.93664751139875,-212.93664751139875,-136.87806600000002,-136.87806600000002,-136.87806600000002,-5.504091657044881,-5.504091657044881,-5.504091657044881,-70.55448985435386,-70.55448985435386,-70.55448985435386,0.0,0.0,0.0,5636.937551447727
